timestamp,Readable date,Readable time,Day of week,Year,Month,Day of month,Hour,Minute,Second,Timezone
2025-12-14T04:00:00.011-03:00,"December 14th 2025, 4:00:00 am",4:00:00 am,Sunday,2025,December,14,04,00,00,America/Sao_Paulo (UTC-03:00)
